1,0.9,0.4
1,0.8,0.38
1,0.94,0.53
1,0.7,0.5
1,0.6,0.48
1,0.58,0.3
1,0.63,0.2
0.25,0.25,0.25
0.5,0.5,0.5
0.5,0.41,0.2
0.7,0.5,0.33
0.75,0.63,0.35
0.85,0.7,0.46
1,0.85,0.59
1,0.93,0.4
1,1,0.5
1,0.7,0.6
1,0.7,0.7
1,0.9,0.3
1,0.95,0.5
0.13,0.1,0.13
